Id,pr_score
4354062,2.96E-05
231588,4.45E-06
1823610,4.45E-06
778483,4.45E-06
3430184,4.78E-06
2440625,4.45E-06
785176,2.96E-05
538646,1.78E-05
8776408,4.45E-06
1422451,8.67E-06
3422022,7.73E-06
2437380,4.45E-06
1944612,1.52E-05
1294529,4.45E-06
198633,1.15E-05
1464618,9.32E-06
3033624,9.49E-06
1492362,4.45E-06
157744,6.20E-06
1073118,1.34E-05
3250340,4.45E-06
1342154,4.45E-06
149168,2.96E-05
878883,4.45E-06
982402,2.96E-05
245646,4.45E-06
1093109,4.45E-06
9415908,2.96E-05
7684970,4.45E-06
8655117,7.46E-06
3132571,4.45E-06
1720077,4.45E-06
641833,4.45E-06
3027600,5.47E-06
3072350,4.45E-06
8116376,4.45E-06
1076829,4.45E-06
98057,4.45E-06
1020421,2.96E-05
950648,2.96E-05
3845474,2.96E-05
11683,1.80E-05
143330,7.73E-06
1242981,4.45E-06
5415251,4.45E-06
4748245,4.45E-06
5431507,2.96E-05
15087,4.45E-06
235659,4.45E-06
823369,1.54E-05
382471,4.45E-06
2713100,2.96E-05
3485999,0.000100841
1454170,4.45E-06
5902276,4.45E-06
525792,7.73E-06
18494,1.18E-05
1855952,4.45E-06
3488958,8.65E-06
50542,4.45E-06
1094786,2.96E-05
169497,2.96E-05
177511,1.37E-05
6884974,4.45E-06
728922,5.32E-06
4903658,2.96E-05
1727232,2.96E-05
5445092,4.45E-06
124220,6.20E-06
4018130,1.19E-05
13603,5.97E-06
15682,3.76E-05
15209,4.45E-06
3708576,4.45E-06
3446540,4.45E-06
1710438,4.45E-06
6468582,4.45E-06
1697656,4.45E-06
2363795,4.14E-05
4619267,4.45E-06
5252562,4.45E-06
9388709,2.96E-05
1680196,5.96E-06
9775298,1.13E-05
6468610,4.45E-06
3072027,2.96E-05
963446,4.45E-06
3183405,4.45E-06
3050853,1.48E-05
520108,4.45E-06
3919422,4.45E-06
2940812,2.04E-05
8552681,2.96E-05
573261,2.15E-05
1116622,5.80E-06
1283587,5.90E-06
561690,1.27E-05
1201889,4.45E-06
3274361,4.45E-06
1396976,2.96E-05
342348,4.45E-06
3917518,4.45E-06
3931985,9.32E-06
782987,4.45E-06
2573690,2.06E-05
3716664,8.23E-06
2812713,4.45E-06
1308624,9.19E-06
9031159,2.96E-05
3188688,8.65E-06
4978013,2.96E-05
6228450,1.03E-05
1094339,6.99E-06
1535151,4.45E-06
303955,4.45E-06
291500,6.34E-06
472730,6.34E-06
4459865,2.96E-05
15815,4.45E-06
11388,1.57E-05
15754,5.71E-06
3979863,4.45E-06
451924,5.78E-06
5948430,4.45E-06
6328627,4.45E-06
2233222,6.74E-06
2025666,5.86E-05
1987066,1.22E-05
16296,4.98E-06
16759,4.45E-06
612280,4.45E-06
825628,4.45E-06
5330676,4.45E-06
4183666,3.41E-05
500422,4.45E-06
1481268,4.45E-06
3856579,7.73E-06
868492,4.45E-06
1816503,2.79E-05
841284,4.45E-06
3247575,2.96E-05
1852178,4.45E-06
1593028,4.45E-06
5024353,1.62E-05
3367562,4.45E-06
9025311,7.05E-06
8626488,4.45E-06
9187926,4.45E-06
3733563,2.20E-05
129164,7.73E-06
88374,7.73E-06
4282782,5.87E-06
5547869,7.73E-06
1285329,7.73E-06
5926010,7.73E-06
359745,2.96E-05
15931,7.73E-06
5140,6.09E-06
5154055,4.45E-06
456334,4.45E-06
5642426,4.45E-06
5453977,4.45E-06
5440726,2.96E-05
3263744,4.45E-06
1182479,8.87E-06
631459,3.04E-05
2336516,2.96E-05
3315311,4.45E-06
2726975,6.20E-06
1059329,8.09E-06
3704475,1.15E-05
1223007,8.49E-06
8897209,4.45E-06
1346512,1.52E-05
3287525,9.32E-06
1115340,2.34E-05
3813430,4.45E-06
7230609,4.45E-06
6344382,9.89E-06
917750,7.67E-05
1103965,5.82E-06
747355,2.35E-05
5548005,4.45E-06
5479532,4.45E-06
217404,4.45E-06
7226653,4.45E-06
1046007,7.23E-06
4747612,4.45E-06
9518,2.96E-05
4744946,4.45E-06
5159429,1.39E-05
5694468,7.73E-06
4421870,7.73E-06
2395590,5.09E-06
3183599,4.45E-06
1399457,2.96E-05
1451491,2.96E-05
2564500,5.90E-06
2277002,2.12E-05
9234013,2.96E-05
6256742,4.45E-06
3417921,4.45E-06
4734031,1.03E-05
1110621,2.56E-05
943025,4.45E-06
7178783,2.96E-05
2471728,2.96E-05
3930613,2.96E-05
3706345,1.03E-05
6563,4.98E-06
576870,1.43E-05
5454830,8.12E-06
3209819,2.96E-05
1806761,4.45E-06
3362385,1.03E-05
1072150,4.45E-06
2293690,8.23E-06
107691,6.24E-06
4736008,2.96E-05
4578914,2.96E-05
1515869,4.45E-06
208683,5.46E-06
1602853,1.23E-05
973810,5.59E-06
4592159,4.45E-06
2377044,2.96E-05
998507,4.45E-06
5740784,6.34E-06
2627842,2.96E-05
520296,4.45E-06
8918838,2.96E-05
1941714,6.55E-06
1386003,2.96E-05
1869856,0.000102382
1128149,7.73E-06
5749974,2.96E-05
5548088,4.45E-06
519040,7.73E-06
516962,8.45E-06
11522,4.45E-06
6428816,1.23E-05
2093088,1.23E-05
645188,8.43E-06
91470,7.73E-06
547185,4.45E-06
5541930,5.12E-06
2843612,4.45E-06
3186314,8.82E-06
4587244,4.45E-06
1294957,4.45E-06
3930707,7.73E-06
9593540,4.45E-06
2915370,4.45E-06
1933068,1.96E-05
7688423,5.88E-05
3108268,6.99E-06
2596985,4.45E-06
491588,2.96E-05
8576549,1.74E-05
5989,4.45E-06
14134,4.45E-06
430070,3.39E-05
791609,4.45E-06
7355794,4.45E-06
828768,4.45E-06
2181757,1.39E-05
8020882,4.45E-06
400683,4.45E-06
4642844,1.64E-05
8372625,4.45E-06
3917828,4.45E-06
7482591,2.96E-05
7161787,1.03E-05
6021597,4.04E-05
9359543,4.45E-06
9627479,5.48E-05
587047,4.45E-06
8590932,1.52E-05
3113632,7.73E-06
5413314,1.02E-05
1011129,4.45E-06
417291,1.28E-05
3127992,4.45E-06
351415,4.45E-06
4746418,4.45E-06
1802440,5.65E-06
2298963,4.45E-06
2982773,2.96E-05
768789,1.39E-05
5004626,4.45E-06
5642332,2.96E-05
5547919,1.39E-05
3949857,1.48E-05
570767,1.45E-05
2093629,6.74E-06
676355,2.96E-05
746537,7.73E-06
7512008,4.45E-06
4743608,5.80E-06
1075493,4.45E-06
8544452,2.96E-05
1622395,4.45E-06
8343635,4.45E-06
6705255,4.45E-06
485681,4.45E-06
8590934,7.73E-06
5503220,7.73E-06
799344,7.15E-06
2243978,4.45E-06
3442874,3.17E-05
5312080,4.45E-06
7459948,2.96E-05
3919326,5.75E-06
2476402,4.45E-06
7695100,6.29E-06
1153165,4.57E-06
462239,4.45E-06
697856,6.98E-05
1005741,4.45E-06
4464827,2.96E-05
1476792,7.73E-06
4095462,4.45E-06
2188557,8.08E-06
1071142,2.96E-05
2014469,8.82E-06
1362215,1.03E-05
2441282,2.96E-05
2429083,2.96E-05
2184194,4.45E-06
3626537,1.55E-05
4979686,2.96E-05
1584167,1.17E-05
5499118,4.45E-06
6121503,4.45E-06
7935835,4.45E-06
33690,6.65E-06
1559708,4.60E-06
5639183,4.45E-06
1704827,2.96E-05
4869756,4.45E-06
3865476,4.45E-06
7077559,5.65E-06
132178,6.67E-06
7623748,4.45E-06
350951,2.96E-05
3208213,4.45E-06
462963,5.61E-06
2344348,1.43E-05
5166301,2.96E-05
3627500,4.45E-06
3496976,7.73E-06
264802,4.31E-05
531902,4.45E-06
2390048,4.45E-06
1907026,1.57E-05
2465787,8.53E-05
7251818,4.45E-06
5655505,8.23E-06
1382993,2.96E-05
2804362,2.64E-05
950673,4.45E-06
4869892,4.45E-06
4563834,8.23E-06
6756788,1.28E-05
2434845,1.13E-05
1072039,1.18E-05
1758191,4.45E-06
7726739,6.34E-06
1702285,7.52E-06
4216567,4.45E-06
8314248,4.45E-06
507576,7.73E-06
4209146,1.18E-05
1425711,1.49E-05
2210120,4.45E-06
5140400,7.73E-06
582821,6.20E-06
390407,4.05E-05
995529,4.45E-06
5387518,2.96E-05
4846835,4.45E-06
7065589,4.45E-06
449189,2.96E-05
8390502,4.45E-06
3097023,9.69E-06
520554,4.45E-06
4748894,4.45E-06
7721363,4.45E-06
6885801,1.16E-05
5548274,4.45E-06
14985,5.59E-06
2795615,4.45E-06
897549,6.99E-06
8310107,2.96E-05
6711646,2.96E-05
1587739,3.35E-05
2784507,4.45E-06
166034,7.73E-06
485343,4.45E-06
752955,1.79E-05
92325,4.45E-06
4749152,4.45E-06
5751850,2.96E-05
3406408,7.73E-06
994269,4.45E-06
1093555,7.73E-06
2111790,5.69E-06
720793,6.53E-06
3930949,4.45E-06
5556567,6.00E-06
7479271,2.96E-05
1794480,3.43E-05
520608,4.45E-06
2920839,4.45E-06
421998,2.96E-05
533219,4.45E-06
2284294,4.45E-06
4606858,1.64E-05
210588,1.52E-05
2637666,4.45E-06
917752,4.45E-06
3367049,1.37E-05
2438027,4.45E-06
353955,4.45E-06
4640936,1.52E-05
3171163,2.96E-05
6578754,4.45E-06
1226407,4.90E-06
618794,2.23E-05
467586,4.45E-06
865601,3.03E-05
1605718,2.96E-05
6340602,4.45E-06
3126,4.79E-06
48648,4.79E-06
266457,4.79E-06
113651,4.79E-06
15703,4.79E-06
144873,4.79E-06
8276,4.45E-06
492602,8.23E-06
910824,2.96E-05
333757,6.99E-06
1995606,1.57E-05
810830,9.07E-06
15901,4.45E-06
6610,7.52E-05
655816,5.12E-06
3368879,1.03E-05
3170087,7.47E-05
4314372,4.45E-06
3210848,2.96E-05
4286863,4.45E-06
1285273,3.31E-05
3750720,6.53E-06
625488,8.23E-06
4353432,2.96E-05
722180,1.86E-05
3204,1.15E-05
2855935,5.11E-05
3472662,4.45E-06
464701,4.45E-06
1158179,4.45E-06
2803743,1.31E-05
272193,1.88E-05
2786811,7.73E-06
4010199,4.45E-06
2862975,7.35E-06
313292,2.96E-05
3176480,1.23E-05
3810079,4.45E-06
2093880,2.27E-05
2414670,2.96E-05
1927589,3.48E-05
2412797,1.34E-05
893003,9.07E-06
1185992,1.28E-05
1891329,4.45E-06
4749252,2.96E-05
1261614,2.96E-05
6267086,4.45E-06
69358,4.45E-06
6267402,4.45E-06
4936193,2.96E-05
1693855,7.73E-06
10335,5.99E-06
5461005,2.96E-05
1225966,9.72E-06
1030432,2.30E-05
5384810,9.07E-06
2120330,6.20E-06
3609227,1.23E-05
149358,1.81E-05
7445289,7.15E-06
1529891,4.45E-06
5213573,1.11E-05
1951802,7.39E-06
3937942,4.45E-06
4527407,7.73E-06
3163404,1.67E-05
2562887,4.45E-06
318223,2.78E-05
1669346,4.45E-06
9813604,2.96E-05
7195304,2.96E-05
6159720,4.45E-06
4269095,8.57E-06
3571997,1.62E-05
2880532,4.45E-06
4429780,1.31E-05
7019915,4.45E-06
6225,4.45E-06
2538530,4.45E-06
1098792,8.20E-06
1428344,4.45E-06
8610415,4.45E-06
487313,2.96E-05
1439305,4.45E-06
2684073,7.48E-06
753457,2.96E-05
1760987,4.45E-06
792702,2.96E-05
3184302,7.73E-06
2109975,7.73E-06
3912615,8.23E-06
342518,4.45E-06
559882,4.45E-06
519834,4.45E-06
625672,4.45E-06
4624038,4.45E-06
7273470,1.23E-05
3110448,9.49E-06
457819,9.09E-06
491098,4.45E-06
1761195,4.06E-05
5802289,1.23E-05
7100300,8.65E-06
3488862,1.10E-05
520797,4.45E-06
6285447,1.03E-05
5114171,5.90E-06
5130104,2.96E-05
6628190,4.45E-06
6293561,5.30E-06
7512969,7.05E-06
1724763,7.73E-06
3419867,4.88E-06
389823,1.51E-05
7575195,4.45E-06
249472,2.96E-05
1216896,8.42E-06
6421122,2.96E-05
9171455,4.45E-06
7923932,9.23E-06
21880,1.19E-05
3860574,3.73E-05
289057,2.96E-05
517016,4.45E-06
5331213,4.98E-06
6439591,2.96E-05
6311121,5.82E-06
2134724,2.96E-05
1276696,2.96E-05
7512811,7.73E-06
278666,2.96E-05
770158,2.96E-05
217180,4.45E-06
4564055,9.57E-06
1474784,7.05E-06
1112465,6.20E-06
6174455,8.23E-06
715669,2.96E-05
220474,2.96E-05
1664153,2.96E-05
2837219,8.76E-06
612036,9.32E-06
6469783,2.96E-05
3504362,2.96E-05
2349115,5.65E-06
1726659,1.86E-05
783204,7.73E-06
48413,4.45E-06
3084936,4.45E-06
8332700,4.45E-06
4198881,4.45E-06
9024860,2.96E-05
3301043,4.45E-06
8610477,8.23E-06
230984,7.05E-06
5887372,5.22E-06
3305030,1.04E-05
3184501,2.96E-05
1775861,4.45E-06
294076,1.96E-05
575097,0.000269775
7360287,4.45E-06
4749210,4.45E-06
1106520,1.52E-05
2350923,2.96E-05
1051494,4.45E-06
6285832,4.45E-06
2213795,2.96E-05
2858948,1.96E-05
8032761,2.96E-05
27060,7.73E-06
1996700,1.82E-05
257076,4.45E-06
1725936,4.45E-06
6438703,4.45E-06
3184562,7.73E-06
1775888,1.43E-05
3940406,6.16E-06
581581,1.03E-05
376474,4.45E-06
1891863,5.03E-06
3468334,2.58E-05
6018898,4.45E-06
6362689,4.45E-06
357527,4.45E-06
3155209,4.45E-06
522176,4.45E-06
9394825,4.45E-06
5050573,2.96E-05
60956,3.41E-05
252253,4.45E-06
2641208,4.68E-06
288019,4.45E-06
5018980,2.96E-05
3726249,4.45E-06
1423205,2.96E-05
15899,4.45E-06
1269558,4.45E-06
4328192,7.35E-06
2882626,2.96E-05
7490301,5.65E-06
1938359,7.73E-06
2670576,7.73E-06
2019743,5.36E-06
3811426,2.96E-05
8064637,4.45E-06
1203457,9.55E-06
521134,4.45E-06
5112261,4.63E-06
4779580,4.45E-06
5097602,3.10E-05
631525,1.71E-05
961794,4.45E-06
5831005,2.96E-05
2836917,8.65E-06
1398545,4.45E-06
3843041,2.96E-05
109430,4.83E-06
906841,1.39E-05
7227291,2.96E-05
3184743,4.45E-06
9199185,6.82E-06
8399524,4.45E-06
5777863,8.23E-06
1791917,1.74E-05
8709259,2.96E-05
5405865,2.96E-05
3931673,4.45E-06
139698,7.43E-06
1830293,2.29E-05
1954674,1.23E-05
1384404,4.45E-06
1094574,4.45E-06
1458158,1.39E-05
413924,4.45E-06
5752946,1.24E-05
3864025,2.96E-05
1664221,4.45E-06
1877478,4.45E-06
4481169,4.45E-06
1478038,2.96E-05
5487847,4.45E-06
1040642,9.07E-06
4698546,4.45E-06
3529456,4.06E-05
395198,2.96E-05
215974,9.63E-06
2231232,9.15E-06
5830001,1.74E-05
1094245,4.45E-06
1986513,4.45E-06
1874016,7.73E-06
6782518,4.45E-06
1320782,2.96E-05
643875,1.43E-05
2399861,4.91E-05
4929568,4.45E-06
667772,8.82E-06
3205979,9.07E-06
5118766,7.53E-06
521221,4.45E-06
8214942,2.96E-05
5938736,4.45E-06
4970594,4.45E-06
9689454,4.45E-06
796870,4.45E-06
6674610,2.96E-05
2910204,2.96E-05
6913025,7.73E-06
5382796,1.05E-05
7364324,2.96E-05
363558,4.45E-06
2787811,4.45E-06
3145460,1.23E-05
1359282,4.45E-06
2440873,8.65E-06
4994471,4.45E-06
1479829,1.03E-05
2579507,6.00E-06
1827757,3.42E-05
435352,4.45E-06
1600305,2.88E-05
6872682,1.16E-05
5386374,4.45E-06
537846,4.45E-06
6930326,4.45E-06
695101,7.73E-06
1368603,1.08E-05
994210,5.15E-06
7513504,4.45E-06
1206480,1.23E-05
3482640,4.45E-06
4295477,8.65E-06
2474611,1.39E-05
1533368,3.52E-05
2546973,2.96E-05
7261524,1.44E-05
1819007,7.73E-06
1046898,5.41E-05
5231528,5.16E-05
8243576,7.73E-06
1318648,5.65E-06
931721,1.23E-05
1950768,1.20E-05
3554127,1.23E-05
521278,1.03E-05
7454435,4.45E-06
2115923,4.45E-06
1303004,1.12E-05
8905490,2.96E-05
8235983,1.52E-05
6588498,3.75E-05
4466048,1.23E-05
481374,8.55E-06
9382,9.01E-06
211960,4.45E-06
1655605,1.03E-05
1051105,1.03E-05
6942966,4.45E-06
6470906,4.45E-06
3818342,1.71E-05
824050,4.45E-06
325795,2.96E-05
2203840,4.45E-06
1968462,8.88E-06
1540350,1.03E-05
1578792,1.03E-05
1916721,1.10E-05
9148004,4.45E-06
1649282,9.49E-06
69798,2.96E-05
844438,7.73E-06
4232655,4.45E-06
79853,4.45E-06
238320,2.96E-05
3521090,2.96E-05
5065041,4.45E-06
1664064,4.45E-06
3931408,4.45E-06
8611187,2.96E-05
1176601,5.25E-05
176765,1.13E-05
2580054,1.03E-05
2078864,4.45E-06
5931207,2.96E-05
2093576,9.07E-06
3931952,2.96E-05
6236829,6.20E-06
7860670,4.45E-06
3865600,4.45E-06
347964,4.45E-06
7401415,4.45E-06
1711855,2.96E-05
9726814,1.71E-05
573180,2.96E-05
6569500,2.96E-05
705588,6.74E-06
971556,4.45E-06
9008114,4.45E-06
1019119,7.73E-06
336235,1.43E-05
4559550,8.23E-06
1277965,4.81E-06
2996376,2.06E-05
8146,4.45E-06
7164358,1.64E-05
1770118,4.45E-06
9110322,4.45E-06
2400306,2.96E-05
5223824,6.94E-06
4753489,7.50E-05
2864389,4.45E-06
8420555,2.96E-05
6467463,7.49E-06
169640,1.35E-05
4032703,9.28E-05
8176478,1.03E-05
3591018,4.45E-06
5812238,9.49E-06
1646991,1.23E-05
1419609,4.45E-06
1639515,2.61E-05
1852574,4.45E-06
2055159,1.25E-05
497458,2.96E-05
6457222,4.45E-06
3020552,4.45E-06
3308030,2.96E-05
4502095,4.38E-05
495239,4.45E-06
6831215,9.49E-06
5463687,2.96E-05
1016078,4.45E-06
2918347,1.03E-05
4530208,2.96E-05
6159217,1.14E-05
3216524,4.45E-06
3658696,7.73E-06
667655,6.20E-06
5789541,4.45E-06
6671342,4.45E-06
223963,2.96E-05
1079503,2.96E-05
3095342,4.45E-06
4826200,4.45E-06
9225418,4.45E-06
5532551,4.45E-06
3423772,1.74E-05
5042099,2.96E-05
5979702,4.45E-06
3928929,2.96E-05
6470481,4.45E-06
632821,4.45E-06
561429,1.00E-05
2436471,4.45E-06
6354564,2.96E-05
815110,2.96E-05
2684498,4.45E-06
4695638,4.45E-06
3852186,5.38E-06
5549626,4.45E-06
4262006,4.76E-06
982541,1.16E-05
3450112,1.23E-05
3751129,3.67E-05
646536,8.08E-06
1914775,2.96E-05
1820857,4.45E-06
273637,2.75E-05
945029,4.45E-06
437383,4.45E-06
6322141,2.96E-05
3701433,4.45E-06
6168154,2.96E-05
4784579,4.45E-06
934796,1.74E-05
2040958,4.45E-06
4272157,1.03E-05
3185186,4.45E-06
373438,1.03E-05
5059567,4.45E-06
1921862,4.45E-06
1027248,4.45E-06
4399172,8.45E-06
7484608,5.65E-06
2631368,4.45E-06
1711903,2.96E-05
1315199,4.67E-06
1713601,4.45E-06
1736092,7.73E-06
377,4.45E-06
1771453,4.45E-06
5915426,4.45E-06
2442587,1.64E-05
2264997,7.70E-06
1864434,6.99E-06
3931564,2.96E-05
521540,4.45E-06
1712004,2.96E-05
1342525,5.90E-06
1754875,4.45E-06
2786733,8.13E-06
66629,4.45E-06
859314,1.03E-05
9312370,4.45E-06
1532132,2.96E-05
1711994,7.73E-06
1892681,7.73E-06
4571922,5.36E-06
2286243,2.96E-05
802651,1.43E-05
4279586,4.45E-06
144140,1.60E-05
573702,5.01E-06
7341585,3.21E-05
4444947,4.45E-06
3161917,4.45E-06
2171090,2.96E-05
1856059,4.45E-06
5059800,2.96E-05
2346047,1.23E-05
2221320,4.45E-06
146954,4.87E-06
1235792,7.31E-06
1161948,0.00013721
148697,5.71E-06
4250572,4.45E-06
644854,9.88E-06
9239778,4.45E-06
1273613,6.20E-06
4889134,6.74E-06
2902842,4.45E-06
9615367,2.96E-05
8375683,1.03E-05
6839801,4.45E-06
195835,6.58E-06
22982,7.73E-06
1018790,4.45E-06
918496,1.51E-05
178987,4.45E-06
3185373,4.45E-06
9853307,4.45E-06
5618105,8.23E-06
5153979,4.45E-06
4453489,5.06E-06
5597586,7.73E-06
4145960,7.73E-06
58347,4.77E-06
2137601,7.73E-06
6814718,4.45E-06
1540311,2.96E-05
2180252,2.67E-05
3705641,1.48E-05
9813978,4.45E-06
295852,0.000117969
2586087,6.20E-06
5327470,2.96E-05
3821287,2.96E-05
961027,5.40E-06
8382497,4.45E-06
6051478,4.45E-06
2299789,8.68E-06
1277815,7.73E-06
5831138,2.96E-05
7399485,4.45E-06
609898,4.45E-06
524217,4.45E-06
1117040,2.96E-05
1441451,2.96E-05
571430,4.96E-06
3067860,4.45E-06
3405122,4.45E-06
4384117,2.96E-05
149206,0.000190725
9520443,4.45E-06
320364,4.45E-06
1145123,8.29E-06
8561840,1.52E-05
9463969,4.45E-06
54981,1.77E-05
1712074,2.96E-05
1985331,4.45E-06
1477200,4.45E-06
3869289,2.96E-05
4532299,8.87E-06
6253939,5.02E-06
6671466,4.45E-06
9770052,2.96E-05
9595938,7.73E-06
687376,4.45E-06
2442760,4.45E-06
2020289,8.23E-06
1081016,1.18E-05
1270939,4.45E-06
8052244,4.45E-06
2465608,6.34E-06
2258393,4.45E-06
5141025,1.17E-05
28804,1.40E-05
776687,8.33E-06
8256347,4.45E-06
6580517,9.07E-06
4793951,4.45E-06
4750630,4.45E-06
6422728,4.45E-06
2381339,2.96E-05
6470919,2.96E-05
1696979,4.40E-05
8287518,4.45E-06
2646358,2.84E-05
205629,1.15E-05
206375,2.96E-05
7678788,2.28E-05
11780,4.45E-06
9745735,2.96E-05
19875,1.39E-05
521786,6.81E-06
1563653,2.96E-05
1273746,4.45E-06
25124,1.29E-05
959210,7.73E-06
2247823,2.96E-05
173949,6.20E-06
17875,1.87E-05
24406,4.45E-06
406103,4.45E-06
239168,1.28E-05
947898,4.93E-05
4523597,4.45E-06
5256559,7.73E-06
4688169,7.73E-06
4566958,5.09E-06
1617980,4.45E-06
4731823,4.45E-06
3185553,7.83E-06
4750719,5.37E-06
2841752,4.45E-06
1397073,4.45E-06
4014873,4.45E-06
3773819,4.45E-06
3932527,6.20E-06
835883,1.43E-05
4640909,4.45E-06
3588212,4.45E-06
1161676,6.20E-06
9007942,2.96E-05
167017,1.32E-05
4750949,4.93E-06
4275415,4.45E-06
6611725,1.36E-05
643342,4.45E-06
1094744,1.82E-05
3179196,4.45E-06
163495,2.81E-05
1431389,4.45E-06
1781423,4.45E-06
109825,0.000145466
2349218,4.45E-06
2044316,6.82E-06
171994,4.45E-06
4435475,2.96E-05
5045104,1.29E-05
2442932,1.03E-05
1817744,7.09E-05
340807,3.90E-05
1351656,4.45E-06
966691,6.38E-06
80425,3.05E-05
4867943,7.73E-06
9139688,4.45E-06
1047623,4.45E-06
6471052,2.96E-05
7339987,4.45E-06
1049944,1.27E-05
7019742,8.23E-06
5978530,4.45E-06
1577780,1.03E-05
169635,6.43E-06
1712289,2.96E-05
5361321,8.42E-06
6366895,4.45E-06
6329596,2.96E-05
544958,4.45E-06
1956065,4.45E-06
3710751,4.45E-06
2625177,1.99E-05
1712349,8.65E-06
14032,5.76E-06
4593869,8.65E-06
1383702,3.70E-05
6643372,1.58E-05
1247918,4.45E-06
5341977,4.45E-06
1524681,9.49E-06
489779,7.96E-05
1094701,4.45E-06
6436939,4.45E-06
525261,8.65E-06
425544,2.96E-05
6798898,4.45E-06
7179193,7.73E-06
2530089,1.41E-05
8515318,2.96E-05
8612696,1.23E-05
2777285,1.23E-05
296073,4.45E-06
521857,4.45E-06
5674863,4.45E-06
359178,6.10E-06
3134605,4.76E-06
856533,1.07E-05
3792634,1.59E-05
817535,1.05E-05
2106888,4.45E-06
30055,2.96E-05
5376977,4.45E-06
3079346,4.45E-06
1214663,1.15E-05
2527327,4.45E-06
1640438,5.48E-05
3185753,4.45E-06
1104995,4.74E-06
8119676,2.96E-05
5008658,6.09E-06
2748747,4.45E-06
8718073,2.96E-05
6471269,4.45E-06
5618,4.45E-06
304438,4.45E-06
1370953,6.74E-06
5573511,4.45E-06
2433909,5.06E-06
905571,2.96E-05
1420382,4.45E-06
8598186,4.45E-06
4356948,4.45E-06
594138,4.80E-06
2845245,5.22E-05
761059,0.000269362
2650257,4.45E-06
1712445,4.45E-06
7359031,4.45E-06
4143353,4.45E-06
6783390,1.27E-05
553791,3.53E-05
8562409,4.45E-06
1094913,4.45E-06
1712254,2.96E-05
5143360,7.73E-06
2984252,4.45E-06
3048402,5.18E-06
7898670,1.06E-05
892369,4.45E-06
3482329,2.96E-05
6600556,4.45E-06
3932775,2.96E-05
521940,4.45E-06
5390199,2.96E-05
6789223,1.74E-05
989063,6.20E-06
363503,2.40E-05
5321818,6.20E-06
3536784,6.20E-06
118339,4.45E-06
2586159,6.44E-06
6166294,4.81E-06
5220303,2.96E-05
3185835,1.03E-05
828205,4.69E-06
1957724,4.45E-06
174831,4.45E-06
972706,1.03E-05
540393,4.45E-06
2981078,4.45E-06
1094957,2.96E-05
643141,1.58E-05
1167823,4.45E-06
7325104,8.23E-06
4751142,7.73E-06
1410545,4.45E-06
6649832,2.96E-05
599020,2.96E-05
4758552,8.23E-06
593029,1.03E-05
4975486,4.45E-06
767033,4.45E-06
2321265,5.12E-06
5507619,6.53E-06
7376109,9.07E-06
4937433,1.20E-05
497170,4.45E-06
50272,6.58E-06
2080704,4.45E-06
1013298,2.87E-05
105388,9.07E-06
1094990,1.39E-05
5831054,2.96E-05
2399329,2.11E-05
1362028,5.71E-05
6087542,4.45E-06
4712501,4.45E-06
6413966,4.45E-06
992687,4.45E-06
278106,4.45E-06
59015,2.12E-05
1419358,4.45E-06
4694790,4.45E-06
2442885,2.96E-05
8613014,4.45E-06
769193,1.03E-05
659774,4.45E-06
927636,4.81E-05
7515057,4.45E-06
1712586,2.96E-05
4167837,4.45E-06
1004278,1.39E-05
6471365,4.45E-06
1757060,4.61E-06
2944396,5.48E-05
205509,4.45E-06
5550445,1.52E-05
1521606,2.25E-05
5726248,4.45E-06
518383,4.45E-06
72985,7.07E-05
8698,1.25E-05
17826,1.15E-05
1097648,7.73E-06
7579156,2.96E-05
3680412,5.80E-06
1700766,1.22E-05
3347337,4.45E-06
4017416,4.45E-06
3849214,4.45E-06
2627859,1.28E-05
915948,8.23E-06
1083843,4.45E-06
941058,6.20E-06
9596006,2.96E-05
248343,4.45E-06
727226,7.73E-06
692328,5.31E-05
3315459,4.45E-06
4736815,4.45E-06
8367812,1.39E-05
1074367,2.96E-05
2010101,2.96E-05
86852,7.73E-06
78455,7.73E-06
3269863,1.61E-05
2405689,2.96E-05
1888781,2.96E-05
5712587,1.11E-05
1981728,1.54E-05
1931876,4.45E-06
1066915,1.15E-05
5861814,4.45E-06
308881,4.61E-06
7153151,7.73E-06
8103291,2.96E-05
4702296,1.47E-05
2781486,4.45E-06
4230755,1.89E-05
1500519,4.45E-06
3282481,2.96E-05
815411,5.35E-06
8270712,4.45E-06
7021056,6.20E-06
7736102,4.45E-06
6196826,2.96E-05
1139682,4.45E-06
481044,1.40E-05
56753,8.03E-05
1095114,7.73E-06
1773063,4.45E-06
8156537,6.20E-06
216015,4.45E-06
742945,4.45E-06
509014,1.52E-05
7234359,4.45E-06
3609,4.45E-06
5341874,4.45E-06
2748199,1.32E-05
4813777,4.45E-06
6224719,5.48E-05
3536140,4.45E-06
175954,5.39E-06
610204,7.25E-06
7431859,2.96E-05
1259663,1.64E-05
1712313,4.45E-06
5593294,2.96E-05
1483967,9.07E-06
914373,9.49E-06
525576,1.64E-05
266827,6.74E-06
1051510,4.45E-06
2638229,4.45E-06
4569747,2.96E-05
8550287,1.23E-05
1419853,2.96E-05
549837,2.96E-05
4848447,6.53E-06
3091689,4.45E-06
2579701,2.96E-05
462707,5.65E-06
4489568,4.45E-06
6356,2.96E-05
750511,8.24E-06
3992816,6.20E-06
